NOMBRE DEL CANDIDATO,NOMBRE PARTIDO, MONTO 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 5,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 5,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 100,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 150,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 50,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 840,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 582,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 200,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 1,000,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 2,000,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 5,000,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 800,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 1,000,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 1,500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 5,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 150,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE, - 
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 1,500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 333,333 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 2,000,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 500,000 "
CATALINA OLAVARRIA NELSON,UNION DEMOCRATA INDEPENDIENTE," 1,000,000 "
CATALINA VALESKA VALENZUELA MAUREIRA,PARTIDO HUMANISTA," 2,000,000 "
CATALINA VALESKA VALENZUELA MAUREIRA,PARTIDO HUMANISTA," 1,000,000 "
CATALINA VALESKA VALENZUELA MAUREIRA,PARTIDO HUMANISTA," 1,000,000 "
CATALINA VALESKA VALENZUELA MAUREIRA,PARTIDO HUMANISTA," 1,800,000 "
CATALINA VALESKA VALENZUELA MAUREIRA,PARTIDO HUMANISTA," 400,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 50,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 3,000,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 2,000,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 10,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 1,200,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 235,620 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 1,190,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 1,500,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 1,900,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 1,750,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD," 800,000 "
CATERINA TERESA SIMONCELLI FRACCHIA,IGUALDAD, 382 
CATHERINE ALEJANDRA PACHECO ORIAS,PARTIDO REPUBLICANO DE CHILE," 5,000 "
CATHERINE ALEJANDRA PACHECO ORIAS,PARTIDO REPUBLICANO DE CHILE," 500,000 "
CATHERINE ANDREA CANCINO NUñEZ,UNION PATRIOTICA," 559,300 "
CATHERINE ANDREA CANCINO NUñEZ,UNION PATRIOTICA," 300,000 "
CATHERINE CASTILLO SANHUEZA,IGUALDAD," 500,000 "
CATHERINE CASTILLO SANHUEZA,IGUALDAD," 200,000 "
CATHERINE CASTILLO SANHUEZA,IGUALDAD," 20,000 "
CATHERINE CASTILLO SANHUEZA,IGUALDAD," 980,000 "
CATHERINE EUGENIA CEBULJ NAVARRETE,PARTIDO REPUBLICANO DE CHILE," 150,000 "
CATHERINE EUGENIA CEBULJ NAVARRETE,PARTIDO REPUBLICANO DE CHILE," 8,000 "
CATHERINE EUGENIA CEBULJ NAVARRETE,PARTIDO REPUBLICANO DE CHILE," 150,000 "
CATHERINE EUGENIA CEBULJ NAVARRETE,PARTIDO REPUBLICANO DE CHILE," 200,000 "
CATHERINE EUGENIA CEBULJ NAVARRETE,PARTIDO REPUBLICANO DE CHILE," 100,000 "
CATHERINE EUGENIA CEBULJ NAVARRETE,PARTIDO REPUBLICANO DE CHILE, - 
CATHERINE EUGENIA CEBULJ NAVARRETE,PARTIDO REPUBLICANO DE CHILE," 992,000 "
CATHERINE MARLENE SANCHEZ GUTIERREZ,CENTRO UNIDO," 200,000 "
CATHERINE MARLENE SANCHEZ GUTIERREZ,CENTRO UNIDO," 660,000 "
CATHERINE MARLENE SANCHEZ GUTIERREZ,CENTRO UNIDO," 4,038,563 "
CATHERINE MARLENE SANCHEZ GUTIERREZ,CENTRO UNIDO," 36,000 "
CATHERINE MARLENE SANCHEZ GUTIERREZ,CENTRO UNIDO," 50,000 "
CATHERINE MARLENE SANCHEZ GUTIERREZ,CENTRO UNIDO," 45,000 "
CATHERINE VALEZKA FUENTES URRA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS," 71,400 "
CATHERINE VALEZKA FUENTES URRA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS," 100,000 "
CATHERINE VALEZKA FUENTES URRA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS," 19,990 "
CATHERINE VALEZKA FUENTES URRA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS," 27,300 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 85,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 200,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 600,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 100,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 5,000,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 220,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 100,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 150,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 20,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 200,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 400,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 20,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 40,000 "
CECILIA DEL PILAR PALACIOS LEIVA,PARTIDO COMUNISTA DE CHILE," 120,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 60,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 435,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 105,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 30,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 1,279,245 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 1,800,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 750,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 800,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 5,715 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 357,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 1,500,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 165,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 30,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 150,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 210,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 1,620,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 3,300,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 285,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 240,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 285,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 352,240 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 2,332,400 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 339,150 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 200,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 1,485,120 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 490,875 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 333,795 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 124,950 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 1,550,000 "
CECILIA IVONNE PARHAM MUCARQUER,RENOVACION NACIONAL," 89,250 "
CECILIA JEANNETTE NUñEZ NAVARRETE,RENOVACION NACIONAL," 1,215,000 "
CECILIA MUñOZ MUñOZ,PARTIDO DEMOCRATA CRISTIANO," 900,000 "
CECILIA MUñOZ MUñOZ,PARTIDO DEMOCRATA CRISTIANO," 500,000 "
CECILIA MUñOZ MUñOZ,PARTIDO DEMOCRATA CRISTIANO," 300,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 500,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 38,080 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 41,412 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 47,200 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 71,400 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 28,560 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 42,840 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 60,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 47,600 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 36,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 178,500 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 2,380 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 3,570 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 4,760 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 200,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 300,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 10,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 50,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 60,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 900,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 500,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 31,997 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 24,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 46,600 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 840,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 90,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 150,000 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 15,996 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 1,785 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 1,785 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 1,785 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 2,380 "
CECILIA SOLEDAD MANZANO GARCES,PARTIDO DEMOCRATA CRISTIANO," 3,570 "
CECILIA SUSANA COLLAO CARVAJAL,PARTIDO REPUBLICANO DE CHILE," 45,220 "
CECILIA SUSANA COLLAO CARVAJAL,PARTIDO REPUBLICANO DE CHILE," 761,800 "
CECILIA TEODOLFINA GARCIA DOMINGUEZ,PARTIDO DE LA GENTE," 1,000 "
CECILIA TEODOLFINA GARCIA DOMINGUEZ,PARTIDO DE LA GENTE," 400,000 "
CECILIA TEODOLFINA GARCIA DOMINGUEZ,PARTIDO DE LA GENTE," 40,000 "
CECILIA VASQUEZ CIRES,PARTIDO ECOLOGISTA VERDE," 470,580 "
CECILIA VASQUEZ CIRES,PARTIDO ECOLOGISTA VERDE," 352,000 "
CECILIA VASQUEZ CIRES,PARTIDO ECOLOGISTA VERDE," 3,451,509 "
CECILIA VICTORIA SANCHEZ VALENZUELA,N/A," 100,000 "
CECILIA VICTORIA SANCHEZ VALENZUELA,N/A," 184,450 "
CECILIA VICTORIA SANCHEZ VALENZUELA,N/A," 580,000 "
CECILIA VICTORIA SANCHEZ VALENZUELA,N/A," 10,000 "
CECILIA VICTORIA SANCHEZ VALENZUELA,N/A," 20,000 "
CECILIA VICTORIA SANCHEZ VALENZUELA,N/A," 10,000 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 4,000,000 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 30,000 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE, 1 
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 15,000 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 5,000 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 3,770,922 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 1,000,000 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 1,064,558 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 90,402,860 "
CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE," 4,500,000 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 100,000 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 280,000 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 650,000 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 285,000 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 259,000 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 100,626 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 147,560 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 84,000 "
CELIA ROSA ROJAS ROJAS,EVOLUCION POLITICA," 255,255 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 1,000,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 50,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 100,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 1,000,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 600,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 1,890,000 "
CELIE RENEE ARAYA ESCOBAR,CIUDADANOS," 164,220 "
CELIN ANTONIO MORENO CRUZ,RENOVACION NACIONAL," 2,700,000 "
CELIN ANTONIO MORENO CRUZ,RENOVACION NACIONAL," 190,000 "
CELIN ANTONIO MORENO CRUZ,RENOVACION NACIONAL," 6,840,000 "
CELIN ANTONIO MORENO CRUZ,RENOVACION NACIONAL," 855,000 "
CELIN ANTONIO MORENO CRUZ,RENOVACION NACIONAL," 855,000 "
CELIN ANTONIO MORENO CRUZ,RENOVACION NACIONAL," 14,350,401 "
CELSO NASARIO CALFULLAN CAMPOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS," 6,300,000 "
CESAR ABRAHAM SUAY JEREZ,PARTIDO DE LA GENTE," 2,538,241 "
CESAR ABRAHAM SUAY JEREZ,PARTIDO DE LA GENTE," 206,807 "
CESAR ABRAHAM SUAY JEREZ,PARTIDO DE LA GENTE," 661,759 "
CESAR ADOLFO MATEO PARRAGUEZ,PARTIDO REPUBLICANO DE CHILE, - 
CESAR ADOLFO MATEO PARRAGUEZ,PARTIDO REPUBLICANO DE CHILE," 291,550 "
CESAR ALEJANDRO LAGOS VERGARA,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 232,000 "
CESAR ALEJANDRO TAPIA MADRID,PARTIDO DE LA GENTE," 30,000 "
CESAR ALEJANDRO TAPIA MADRID,PARTIDO DE LA GENTE," 500,000 "
CESAR ANDRES LEVIO MARTINEZ,PARTIDO DE LA GENTE," 5,000 "
CESAR ANDRES LEVIO MARTINEZ,PARTIDO DE LA GENTE," 10,000 "
CESAR ANDRES LEVIO MARTINEZ,PARTIDO DE LA GENTE," 100,000 "
CESAR ANDRES LEVIO MARTINEZ,PARTIDO DE LA GENTE," 60,000 "
CESAR ANDRES LEVIO MARTINEZ,PARTIDO DE LA GENTE," 900,000 "
CESAR ANDRES LEVIO MARTINEZ,PARTIDO DE LA GENTE," 1,650,000 "
CESAR ANDRES LEVIO MARTINEZ,PARTIDO DE LA GENTE," 100,000 "
CESAR ANDRES RETAMAL MONSALVES,UNION PATRIOTICA," 559,392 "
CESAR ANDRES RETAMAL MONSALVES,UNION PATRIOTICA," 400,000 "
CESAR ANDRES RETAMAL MONSALVES,UNION PATRIOTICA," 273,608 "
CESAR ANTONIO ARAYA GARCIA,CENTRO UNIDO, 1 
CESAR ANTONIO ARAYA GARCIA,CENTRO UNIDO," 200,000 "
CESAR ANTONIO ARAYA GARCIA,CENTRO UNIDO," 8,100,745 "
CESAR ANTONIO ARAYA GARCIA,CENTRO UNIDO," 248,458 "
CESAR ANTONIO ARAYA GARCIA,CENTRO UNIDO," 170,000 "
CESAR ANTONIO ARAYA GARCIA,CENTRO UNIDO," 300,000 "
CESAR ANTONIO MOREIRA OSSWALD,N/A," 1,000 "
CESAR ANTONIO MOREIRA OSSWALD,N/A," 17,000 "
CESAR ANTONIO MOREIRA OSSWALD,N/A," 164,612 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 95,701 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 221,178 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE, - 
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 200,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 40,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 300,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 40,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 320,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 16,928 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 3,458,200 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 40,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 120,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 40,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 320,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE, 1 
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 50,000 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE, - 
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 351,050 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 1,933,750 "
CESAR ANTONIO ROJAS TORO,PARTIDO DE LA GENTE," 1,666,000 "
CESAR ANTONIO URRA ARAYA,PARTIDO DEMOCRATA CRISTIANO," 800,000 "
CESAR ANTONIO URRA ARAYA,PARTIDO DEMOCRATA CRISTIANO," 372,000 "
CESAR ANTONIO URRA ARAYA,PARTIDO DEMOCRATA CRISTIANO," 150,000 "
CESAR ANTONIO URRA ARAYA,PARTIDO DEMOCRATA CRISTIANO," 42,840 "
CESAR AUGUSTO VARGAS ZURITA,PARTIDO REPUBLICANO DE CHILE," 100,000 "
CESAR AUGUSTO VARGAS ZURITA,PARTIDO REPUBLICANO DE CHILE," 10,000 "
CESAR AUGUSTO VARGAS ZURITA,PARTIDO REPUBLICANO DE CHILE," 150,000 "
CESAR AUGUSTO VARGAS ZURITA,PARTIDO REPUBLICANO DE CHILE," 1,000,000 "
CESAR AUGUSTO VARGAS ZURITA,PARTIDO REPUBLICANO DE CHILE," 1,000,000 "
